reaction,origin,rule
R10629,map_rn2ko_viaKO_2plus,frozenset({'K18152'})
R10630,map_rn2ko_viaKO_2plus,frozenset({'K01242'})
R10630,map_rn2ko_viaKO_2plus,frozenset({'K18152'})
R10631,map_rn2ko_viaKO_2plus,frozenset({'K01242'})
R10631,map_rn2ko_viaKO_2plus,frozenset({'K18152'})
R10632,map_rn2ko_viaKO_2plus,frozenset({'K01242'})
R10632,map_rn2ko_viaKO_2plus,frozenset({'K18152'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11412'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11413'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11415'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11417'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11414'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11121'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11416'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K12410'})
R10633,map_rn2ko_viaKO_2plus,frozenset({'K11411'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11412'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11413'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11415'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11417'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11414'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11121'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11416'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K12410'})
R10634,map_rn2ko_viaKO_2plus,frozenset({'K11411'})
R10648,map_rn2ko_viaKO_2plus,frozenset({'K01409'})
R10648,map_rn2ko_viaKO_2plus,frozenset({'K15904'})
R10649,map_rn2ko_viaKO_2plus,frozenset({'K18707'})
R10649,map_rn2ko_viaKO_2plus,frozenset({'K15865'})
R10669,map_rn2ko_viaKO_2plus,frozenset({'K09590'})
R10669,map_rn2ko_viaKO_2plus,frozenset({'K12640'})
R10678,map_rn2ko_viaKO_2plus,frozenset({'K18311'})
R10678,map_rn2ko_viaKO_2plus,frozenset({'K18310'})
R10700,map_rn2ko_viaKO_2plus,frozenset({'K11533'})
R10700,map_rn2ko_viaKO_2plus,frozenset({'K00668'})
R10702,map_rn2ko_viaKO_2plus,"frozenset({'K18224', 'K18225', 'K18223'})"
R10703,map_rn2ko_viaKO_2plus,frozenset({'K18382'})
R10703,map_rn2ko_viaKO_2plus,frozenset({'K18370'})
R10703,map_rn2ko_viaKO_2plus,frozenset({'K18369'})
R10706,map_rn2ko_viaKO_2plus,frozenset({'K05964'})
R10706,map_rn2ko_viaKO_2plus,frozenset({'K13927'})
R10706,map_rn2ko_viaKO_2plus,frozenset({'K13934'})
R10713,map_rn2ko_viaKO_2plus,"frozenset({'K14028', 'K14029'})"
R10716,map_rn2ko_viaKO_2plus,frozenset({'K02528'})
R10716,map_rn2ko_viaKO_2plus,frozenset({'K14191'})
R10716,map_rn2ko_viaKO_2plus,frozenset({'K00561'})
R10722,map_rn2ko_viaKO_2plus,frozenset({'K21196'})
R10722,map_rn2ko_viaKO_2plus,frozenset({'K05915'})
R10747,map_rn2ko_viaKO_2plus,frozenset({'K18568'})
R10747,map_rn2ko_viaKO_2plus,frozenset({'K17879'})
R10787,map_rn2ko_viaKO_2plus,frozenset({'K19660'})
R10787,map_rn2ko_viaKO_2plus,frozenset({'K13873'})
R10797,map_rn2ko_viaKO_2plus,"frozenset({'K00125', 'K22516'})"
R10806,map_rn2ko_viaKO_2plus,frozenset({'K07320'})
R10806,map_rn2ko_viaKO_2plus,frozenset({'K02493'})
R10812,map_rn2ko_viaKO_2plus,frozenset({'K18776'})
R10812,map_rn2ko_viaKO_2plus,frozenset({'K14590'})
R10814,map_rn2ko_viaKO_2plus,frozenset({'K13917'})
R10814,map_rn2ko_viaKO_2plus,frozenset({'K01098'})
R10815,map_rn2ko_viaKO_2plus,frozenset({'K12613'})
R10815,map_rn2ko_viaKO_2plus,frozenset({'K16855'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10250'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K15397'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10247'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10246'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10205'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10203'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10244'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10248'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10249'})
R10825,map_rn2ko_viaKO_2plus,frozenset({'K10245'})
R10928,map_rn2ko_viaKO_2plus,frozenset({'K18086'})
R10928,map_rn2ko_viaKO_2plus,frozenset({'K18082'})
R10928,map_rn2ko_viaKO_2plus,frozenset({'K18083'})
R10928,map_rn2ko_viaKO_2plus,frozenset({'K01108'})
R10928,map_rn2ko_viaKO_2plus,frozenset({'K18081'})
R10948,map_rn2ko_viaKO_2plus,frozenset({'K01954'})
R10948,map_rn2ko_viaKO_2plus,frozenset({'K11540'})
R10948,map_rn2ko_viaKO_2plus,frozenset({'K11541'})
R10948,map_rn2ko_viaKO_2plus,"frozenset({'K01956', 'K01955'})"
R10949,map_rn2ko_viaKO_2plus,frozenset({'K01954'})
R10949,map_rn2ko_viaKO_2plus,frozenset({'K11540'})
R10949,map_rn2ko_viaKO_2plus,frozenset({'K11541'})
R10949,map_rn2ko_viaKO_2plus,"frozenset({'K01956', 'K01955'})"
R10952,map_rn2ko_viaKO_2plus,frozenset({'K05859'})
R10952,map_rn2ko_viaKO_2plus,frozenset({'K19006'})
R10952,map_rn2ko_viaKO_2plus,frozenset({'K05858'})
R10952,map_rn2ko_viaKO_2plus,frozenset({'K05860'})
R10952,map_rn2ko_viaKO_2plus,frozenset({'K05857'})
R10952,map_rn2ko_viaKO_2plus,frozenset({'K01116'})
R10952,map_rn2ko_viaKO_2plus,frozenset({'K05861'})
R10960,map_rn2ko_viaKO_2plus,frozenset({'K15886'})
R10960,map_rn2ko_viaKO_2plus,frozenset({'K05551'})
R10960,map_rn2ko_viaKO_2plus,frozenset({'K05552'})
R10979,map_rn2ko_viaKO_2plus,frozenset({'K19963'})
R10979,map_rn2ko_viaKO_2plus,frozenset({'K01453'})
R10993,map_rn2ko_viaKO_2plus,frozenset({'K01919'})
R10993,map_rn2ko_viaKO_2plus,"frozenset({'K11205', 'K11204'})"
R10994,map_rn2ko_viaKO_2plus,frozenset({'K01920'})
R10994,map_rn2ko_viaKO_2plus,frozenset({'K21456'})
R10996,map_rn2ko_viaKO_2plus,"frozenset({'K00167', 'K11381', 'K00166'})"
R10997,map_rn2ko_viaKO_2plus,"frozenset({'K00167', 'K11381', 'K00166'})"
R11023,map_rn2ko_viaKO_2plus,frozenset({'K18913'})
R11023,map_rn2ko_viaKO_2plus,frozenset({'K20247'})
R11168,map_rn2ko_viaKO_2plus,"frozenset({'K03520', 'K03518', 'K03519'})"
R11170,map_rn2ko_viaKO_2plus,frozenset({'K02760'})
R11170,map_rn2ko_viaKO_2plus,frozenset({'K02761'})
R11170,map_rn2ko_viaKO_2plus,frozenset({'K02759'})
R11171,map_rn2ko_viaKO_2plus,frozenset({'K20113'})
R11171,map_rn2ko_viaKO_2plus,frozenset({'K20114'})
R11171,map_rn2ko_viaKO_2plus,frozenset({'K20112'})
R11172,map_rn2ko_viaKO_2plus,frozenset({'K02761'})
R11172,map_rn2ko_viaKO_2plus,frozenset({'K02760'})
R11172,map_rn2ko_viaKO_2plus,frozenset({'K02759'})
R11177,map_rn2ko_viaKO_2plus,frozenset({'K20170'})
R11177,map_rn2ko_viaKO_2plus,frozenset({'K20169'})
R11194,map_rn2ko_viaKO_2plus,"frozenset({'K20200', 'K05797'})"
R11216,map_rn2ko_viaKO_2plus,frozenset({'K11438'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K11434'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K11437'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K11436'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K05931'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K11439'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K11435'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K19737'})
R11216,map_rn2ko_viaKO_2plus,frozenset({'K02516'})
R11217,map_rn2ko_viaKO_2plus,frozenset({'K11436'})
R11217,map_rn2ko_viaKO_2plus,frozenset({'K11435'})
R11217,map_rn2ko_viaKO_2plus,frozenset({'K11434'})
R11217,map_rn2ko_viaKO_2plus,frozenset({'K11437'})
R11217,map_rn2ko_viaKO_2plus,frozenset({'K11439'})
R11217,map_rn2ko_viaKO_2plus,frozenset({'K05931'})
R11218,map_rn2ko_viaKO_2plus,frozenset({'K19737'})
R11218,map_rn2ko_viaKO_2plus,frozenset({'K02516'})
R11219,map_rn2ko_viaKO_2plus,frozenset({'K11435'})
R11219,map_rn2ko_viaKO_2plus,frozenset({'K11434'})
R11219,map_rn2ko_viaKO_2plus,frozenset({'K05931'})
R11219,map_rn2ko_viaKO_2plus,frozenset({'K11437'})
R11219,map_rn2ko_viaKO_2plus,frozenset({'K11436'})
R11219,map_rn2ko_viaKO_2plus,frozenset({'K11439'})
R11220,map_rn2ko_viaKO_2plus,frozenset({'K19737'})
R11220,map_rn2ko_viaKO_2plus,frozenset({'K02516'})
R11229,map_rn2ko_viaKO_2plus,frozenset({'K19883'})
R11229,map_rn2ko_viaKO_2plus,frozenset({'K17910'})
R11262,map_rn2ko_viaKO_2plus,frozenset({'K05343'})
R11262,map_rn2ko_viaKO_2plus,frozenset({'K01177'})
R11262,map_rn2ko_viaKO_2plus,frozenset({'K01176'})
R11262,map_rn2ko_viaKO_2plus,frozenset({'K07405'})
R11262,map_rn2ko_viaKO_2plus,frozenset({'K05992'})
R11262,map_rn2ko_viaKO_2plus,frozenset({'K01208'})
R11287,map_rn2ko_viaKO_2plus,frozenset({'K20586'})
R11287,map_rn2ko_viaKO_2plus,frozenset({'K20587'})
R11307,map_rn2ko_viaKO_2plus,frozenset({'K01179'})
R11307,map_rn2ko_viaKO_2plus,frozenset({'K19357'})
R11308,map_rn2ko_viaKO_2plus,frozenset({'K19357'})
R11308,map_rn2ko_viaKO_2plus,frozenset({'K19668'})
R11308,map_rn2ko_viaKO_2plus,frozenset({'K01225'})
R11308,map_rn2ko_viaKO_2plus,frozenset({'K01179'})
R11313,map_rn2ko_viaKO_2plus,frozenset({'K20895'})
R11313,map_rn2ko_viaKO_2plus,frozenset({'K20896'})
R11323,map_rn2ko_viaKO_2plus,frozenset({'K01513'})
R11323,map_rn2ko_viaKO_2plus,frozenset({'K04765'})
R11325,map_rn2ko_viaKO_2plus,"frozenset({'K00426', 'K00425'})"
R11335,map_rn2ko_viaKO_2plus,"frozenset({'K02297', 'K02298'})"
R11428,map_rn2ko_viaKO_2plus,"frozenset({'K21061', 'K22549', 'K22550'})"
R11428,map_rn2ko_viaKO_2plus,frozenset({'K21060'})
R11448,map_rn2ko_viaKO_2plus,"frozenset({'K21317', 'K21319', 'K21318'})"
R11487,map_rn2ko_viaKO_2plus,"frozenset({'K21308', 'K21307', 'K21309'})"
R11527,map_rn2ko_viaKO_2plus,frozenset({'K23737'})
R11527,map_rn2ko_viaKO_2plus,frozenset({'K23736'})
R11527,map_rn2ko_viaKO_2plus,frozenset({'K14395'})
R11527,map_rn2ko_viaKO_2plus,frozenset({'K19283'})
R11528,map_rn2ko_viaKO_2plus,frozenset({'K04487'})
R11528,map_rn2ko_viaKO_2plus,frozenset({'K11717'})
R11549,map_rn2ko_viaKO_2plus,frozenset({'K06892'})
R11549,map_rn2ko_viaKO_2plus,frozenset({'K23378'})
R11581,map_rn2ko_viaKO_2plus,frozenset({'K13818'})
R11581,map_rn2ko_viaKO_2plus,frozenset({'K03752'})
R11589,map_rn2ko_viaKO_2plus,"frozenset({'K18002', 'K18001'})"
R11590,map_rn2ko_viaKO_2plus,"frozenset({'K18001', 'K18002'})"
R11625,map_rn2ko_viaKO_2plus,frozenset({'K21624'})
R11625,map_rn2ko_viaKO_2plus,frozenset({'K09123'})
R11671,map_rn2ko_viaKO_2plus,frozenset({'K00645'})
R11671,map_rn2ko_viaKO_2plus,frozenset({'K00059'})
R11671,map_rn2ko_viaKO_2plus,frozenset({'K21789'})
R11671,map_rn2ko_viaKO_2plus,frozenset({'K21788'})
R11671,map_rn2ko_viaKO_2plus,frozenset({'K00208'})
R11680,map_rn2ko_viaKO_2plus,frozenset({'K21798'})
R11680,map_rn2ko_viaKO_2plus,frozenset({'K21797'})
R11692,map_rn2ko_viaKO_2plus,"frozenset({'K23157', 'K23158'})"
R11743,map_rn2ko_viaKO_2plus,"frozenset({'K11261', 'K00202', 'K00205', 'K00203'})"
R11743,map_rn2ko_viaKO_2plus,"frozenset({'K00204', 'K00202', 'K11261', ' K00203'})"
R11743,map_rn2ko_viaKO_2plus,"frozenset({'K00202', 'K11260', 'K11261', ' K00203'})"
R11763,map_rn2ko_viaKO_2plus,frozenset({'K04119'})
R11763,map_rn2ko_viaKO_2plus,frozenset({'K00072'})
R11765,map_rn2ko_viaKO_2plus,frozenset({'K00287'})
R11765,map_rn2ko_viaKO_2plus,frozenset({'K03793'})
R11893,map_rn2ko_viaKO_2plus,"frozenset({'K10808', 'K10807'})"
R11901,map_rn2ko_viaKO_2plus,"frozenset({'K22359', 'K22357', 'K22362', 'K22360', 'K22358'})"
R11901,map_rn2ko_viaKO_2plus,"frozenset({'K22356', 'K22353', 'K22354'})"
R11905,map_rn2ko_viaKO_2plus,frozenset({'K23790'})
R11905,map_rn2ko_viaKO_2plus,frozenset({'K00799'})
R11906,map_rn2ko_viaKO_2plus,frozenset({'K03782'})
R11906,map_rn2ko_viaKO_2plus,frozenset({'K10789'})
R11914,map_rn2ko_viaKO_2plus,frozenset({'K25072'})
R11914,map_rn2ko_viaKO_2plus,frozenset({'K22445'})
R11919,map_rn2ko_viaKO_2plus,frozenset({'K22465'})
R11919,map_rn2ko_viaKO_2plus,frozenset({'K22466'})
R11951,map_rn2ko_viaKO_2plus,frozenset({'K22635'})
R11951,map_rn2ko_viaKO_2plus,frozenset({'K22636'})
R12048,map_rn2ko_viaKO_2plus,frozenset({'K22770'})
R12048,map_rn2ko_viaKO_2plus,frozenset({'K22769'})
R12056,map_rn2ko_viaKO_2plus,"frozenset({'K12720', 'K12719'})"
R12056,map_rn2ko_viaKO_2plus,"frozenset({'K21780', 'K21781'})"
R12057,map_rn2ko_viaKO_2plus,frozenset({'K12720'})
R12057,map_rn2ko_viaKO_2plus,frozenset({'K21780'})
R12057,map_rn2ko_viaKO_2plus,frozenset({'K12719'})
R12057,map_rn2ko_viaKO_2plus,frozenset({'K21781'})
R12087,map_rn2ko_viaKO_2plus,frozenset({'K22840'})
R12087,map_rn2ko_viaKO_2plus,frozenset({'K22839'})
R12087,map_rn2ko_viaKO_2plus,frozenset({'K22838'})
R12146,map_rn2ko_viaKO_2plus,frozenset({'K23007'})
R12146,map_rn2ko_viaKO_2plus,frozenset({'K23005'})
R12188,map_rn2ko_viaKO_2plus,frozenset({'K01760'})
R12188,map_rn2ko_viaKO_2plus,frozenset({'K00816'})
R12188,map_rn2ko_viaKO_2plus,frozenset({'K14155'})
R12205,map_rn2ko_viaKO_2plus,frozenset({'K22993'})
R12205,map_rn2ko_viaKO_2plus,frozenset({'K23006'})
R12212,map_rn2ko_viaKO_2plus,frozenset({'K20509'})
R12212,map_rn2ko_viaKO_2plus,"frozenset({'K01573', 'K01571'})"
R12262,map_rn2ko_viaKO_2plus,frozenset({'K23157'})
R12262,map_rn2ko_viaKO_2plus,frozenset({'K23158'})
R12278,map_rn2ko_viaKO_2plus,frozenset({'K23180'})
R12278,map_rn2ko_viaKO_2plus,frozenset({'K23179'})
R12279,map_rn2ko_viaKO_2plus,frozenset({'K23180'})
R12279,map_rn2ko_viaKO_2plus,frozenset({'K23179'})
R12291,map_rn2ko_viaKO_2plus,"frozenset({'K00578', 'K00580', 'K00581', 'K00582', 'K00579', 'K00577', 'K00584', 'K00583'})"
R12301,map_rn2ko_viaKO_2plus,"frozenset({'K23526', 'K23527'})"
R12329,map_rn2ko_viaKO_2plus,frozenset({'K01071'})
R12329,map_rn2ko_viaKO_2plus,frozenset({'K10782'})
R12329,map_rn2ko_viaKO_2plus,frozenset({'K10781'})
R12500,map_rn2ko_viaKO_2plus,frozenset({'K18979'})
R12500,map_rn2ko_viaKO_2plus,frozenset({'K09765'})
R12505,map_rn2ko_viaKO_2plus,frozenset({'K23975'})
R12505,map_rn2ko_viaKO_2plus,frozenset({'K23976'})
R12520,map_rn2ko_viaKO_2plus,frozenset({'K23862'})
R12520,map_rn2ko_viaKO_2plus,frozenset({'K23990'})
R12556,map_rn2ko_viaKO_2plus,frozenset({'K24311'})
R12556,map_rn2ko_viaKO_2plus,frozenset({'K24310'})
R12578,map_rn2ko_viaKO_2plus,frozenset({'K24136'})
R12578,map_rn2ko_viaKO_2plus,frozenset({'K24138'})
R12578,map_rn2ko_viaKO_2plus,frozenset({'K11188'})
R12578,map_rn2ko_viaKO_2plus,frozenset({'K24137'})
R12652,map_rn2ko_viaKO_2plus,frozenset({'K20513'})
R12652,map_rn2ko_viaKO_2plus,frozenset({'K22636'})
R12691,map_rn2ko_viaKO_2plus,frozenset({'K24689'})
R12691,map_rn2ko_viaKO_2plus,frozenset({'K09711'})
R12704,map_rn2ko_viaKO_2plus,frozenset({'K06616'})
R12704,map_rn2ko_viaKO_2plus,frozenset({'K03479'})
R12706,map_rn2ko_viaKO_2plus,"frozenset({'K24952', 'K24953'})"
R12707,map_rn2ko_viaKO_2plus,"frozenset({'K24955', 'K24954'})"
R00009,map_rn2ko_viaMO_addition1minus,frozenset({'K03781'})
R00036,map_rn2ko_viaMO_addition1minus,frozenset({'K01698'})
R00084,map_rn2ko_viaMO_addition1minus,frozenset({'K01749'})
R00199,map_rn2ko_viaMO_addition1minus,frozenset({'K01007'})
R00206,map_rn2ko_viaMO_addition1minus,frozenset({'K01006'})
R00267,map_rn2ko_viaMO_addition1minus,frozenset({'K00031'})
R00268,map_rn2ko_viaMO_addition1minus,frozenset({'K00031'})
R00315,map_rn2ko_viaMO_addition1minus,frozenset({'K00925'})
R00345,map_rn2ko_viaMO_addition1minus,frozenset({'K01595'})
R00354,map_rn2ko_viaMO_addition1minus,frozenset({'K15234'})
R00361,map_rn2ko_viaMO_addition1minus,frozenset({'K00116'})
R00588,map_rn2ko_viaMO_addition1minus,frozenset({'K00830'})
R00617,map_rn2ko_viaMO_addition1minus,frozenset({'K00946'})
R00658,map_rn2ko_viaMO_addition1minus,frozenset({'K01689'})
R00716,map_rn2ko_viaMO_addition1minus,frozenset({'K14157'})
R00789,map_rn2ko_viaMO_addition1minus,frozenset({'K17877'})
R00812,map_rn2ko_viaMO_addition1minus,frozenset({'K16269'})
R00813,map_rn2ko_viaMO_addition1minus,frozenset({'K05783'})
R00859,map_rn2ko_viaMO_addition1minus,frozenset({'K00392'})
R00945,map_rn2ko_viaMO_addition1minus,frozenset({'K00600'})
R00948,map_rn2ko_viaMO_addition1minus,frozenset({'K00975'})
R00978,map_rn2ko_viaMO_addition1minus,frozenset({'K00207'})
R00994,map_rn2ko_viaMO_addition1minus,frozenset({'K00052'})
R01005,map_rn2ko_viaMO_addition1minus,frozenset({'K00729'})
R01072,map_rn2ko_viaMO_addition1minus,frozenset({'K00764'})
R01087,map_rn2ko_viaMO_addition1minus,frozenset({'K01799'})
R01090,map_rn2ko_viaMO_addition1minus,frozenset({'K00826'})
R01213,map_rn2ko_viaMO_addition1minus,frozenset({'K01649'})
R01214,map_rn2ko_viaMO_addition1minus,frozenset({'K00826'})
R01360,map_rn2ko_viaMO_addition1minus,frozenset({'K01640'})
R01415,map_rn2ko_viaMO_addition1minus,frozenset({'K00207'})
R01419,map_rn2ko_viaMO_addition1minus,frozenset({'K00141'})
R01514,map_rn2ko_viaMO_addition1minus,frozenset({'K15918'})
R01538,map_rn2ko_viaMO_addition1minus,frozenset({'K05308'})
R01633,map_rn2ko_viaMO_addition1minus,frozenset({'K18076'})
R01634,map_rn2ko_viaMO_addition1minus,frozenset({'K18256'})
R01635,map_rn2ko_viaMO_addition1minus,frozenset({'K04102'})
R01763,map_rn2ko_viaMO_addition1minus,frozenset({'K00055'})
R01867,map_rn2ko_viaMO_addition1minus,frozenset({'K00226'})
R01868,map_rn2ko_viaMO_addition1minus,frozenset({'K00254'})
R01869,map_rn2ko_viaMO_addition1minus,frozenset({'K17828'})
R01899,map_rn2ko_viaMO_addition1minus,frozenset({'K00031'})
R01977,map_rn2ko_viaMO_addition1minus,frozenset({'K00023'})
R01983,map_rn2ko_viaMO_addition1minus,frozenset({'K01812'})
R02021,map_rn2ko_viaMO_addition1minus,frozenset({'K00390'})
R02107,map_rn2ko_viaMO_addition1minus,frozenset({'K00106'})
R02199,map_rn2ko_viaMO_addition1minus,frozenset({'K00826'})
R02269,map_rn2ko_viaMO_addition1minus,frozenset({'K01464'})
R02272,map_rn2ko_viaMO_addition1minus,frozenset({'K01845'})
R02313,map_rn2ko_viaMO_addition1minus,frozenset({'K14157'})
R02422,map_rn2ko_viaMO_addition1minus,frozenset({'K01477'})
R02488,map_rn2ko_viaMO_addition1minus,frozenset({'K00252'})
R02539,map_rn2ko_viaMO_addition1minus,frozenset({'K01912'})
R02555,map_rn2ko_viaMO_addition1minus,frozenset({'K00041'})
R02569,map_rn2ko_viaMO_addition1minus,frozenset({'K00627'})
R02606,map_rn2ko_viaMO_addition1minus,frozenset({'K10222'})
R02765,map_rn2ko_viaMO_addition1minus,frozenset({'K05606'})
R02804,map_rn2ko_viaMO_addition1minus,frozenset({'K00376'})
R02858,map_rn2ko_viaMO_addition1minus,frozenset({'K15996'})
R02859,map_rn2ko_viaMO_addition1minus,frozenset({'K15995'})
R02941,map_rn2ko_viaMO_addition1minus,frozenset({'K00152'})
R03027,map_rn2ko_viaMO_addition1minus,frozenset({'K17865'})
R03055,map_rn2ko_viaMO_addition1minus,frozenset({'K01464'})
R03071,map_rn2ko_viaMO_addition1minus,frozenset({'K02567'})
R03072,map_rn2ko_viaMO_addition1minus,frozenset({'K19104'})
R03073,map_rn2ko_viaMO_addition1minus,frozenset({'K19105'})
R03102,map_rn2ko_viaMO_addition1minus,frozenset({'K14085'})
R03103,map_rn2ko_viaMO_addition1minus,frozenset({'K14085'})
R03243,map_rn2ko_viaMO_addition1minus,frozenset({'K00817'})
R03244,map_rn2ko_viaMO_addition1minus,frozenset({'K03079'})
R03390,map_rn2ko_viaMO_addition1minus,frozenset({'K00672'})
R03462,map_rn2ko_viaMO_addition1minus,frozenset({'K00462'})
R03464,map_rn2ko_viaMO_addition1minus,frozenset({'K01499'})
R03472,map_rn2ko_viaMO_addition1minus,frozenset({'K03147'})
R03540,map_rn2ko_viaMO_addition1minus,frozenset({'K13995'})
R03696,map_rn2ko_viaMO_addition1minus,frozenset({'K04835'})
R04060,map_rn2ko_viaMO_addition1minus,frozenset({'K14256'})
R04088,map_rn2ko_viaMO_addition1minus,frozenset({'K16269'})
R04097,map_rn2ko_viaMO_addition1minus,frozenset({'K09699'})
R04109,map_rn2ko_viaMO_addition1minus,frozenset({'K02492'})
R04115,map_rn2ko_viaMO_addition1minus,frozenset({'K14582'})
R04117,map_rn2ko_viaMO_addition1minus,frozenset({'K14583'})
R04439,map_rn2ko_viaMO_addition1minus,frozenset({'K00053'})
R04440,map_rn2ko_viaMO_addition1minus,frozenset({'K00053'})
R04441,map_rn2ko_viaMO_addition1minus,frozenset({'K01687'})
R04455,map_rn2ko_viaMO_addition1minus,frozenset({'K13942'})
R04456,map_rn2ko_viaMO_addition1minus,frozenset({'K00319'})
R04464,map_rn2ko_viaMO_addition1minus,frozenset({'K00320'})
R04559,map_rn2ko_viaMO_addition1minus,frozenset({'K01756'})
R05068,map_rn2ko_viaMO_addition1minus,frozenset({'K00053'})
R05069,map_rn2ko_viaMO_addition1minus,frozenset({'K00053'})
R05070,map_rn2ko_viaMO_addition1minus,frozenset({'K01687'})
R05071,map_rn2ko_viaMO_addition1minus,frozenset({'K00053'})
R05076,map_rn2ko_viaMO_addition1minus,frozenset({'K14449'})
R05136,map_rn2ko_viaMO_addition1minus,frozenset({'K14585'})
R05137,map_rn2ko_viaMO_addition1minus,frozenset({'K14584'})
R05149,map_rn2ko_viaMO_addition1minus,frozenset({'K00595'})
R05150,map_rn2ko_viaMO_addition1minus,frozenset({'K05895'})
R05177,map_rn2ko_viaMO_addition1minus,frozenset({'K06042'})
R05181,map_rn2ko_viaMO_addition1minus,frozenset({'K05936'})
R05217,map_rn2ko_viaMO_addition1minus,frozenset({'K02229'})
R05219,map_rn2ko_viaMO_addition1minus,frozenset({'K02228'})
R05224,map_rn2ko_viaMO_addition1minus,frozenset({'K02224'})
R05232,map_rn2ko_viaMO_addition1minus,frozenset({'K10617'})
R05235,map_rn2ko_viaMO_addition1minus,frozenset({'K10618'})
R05239,map_rn2ko_viaMO_addition1minus,frozenset({'K08690'})
R05240,map_rn2ko_viaMO_addition1minus,frozenset({'K10620'})
R05241,map_rn2ko_viaMO_addition1minus,frozenset({'K08690'})
R05245,map_rn2ko_viaMO_addition1minus,frozenset({'K00462'})
R05248,map_rn2ko_viaMO_addition1minus,frozenset({'K10621'})
R05270,map_rn2ko_viaMO_addition1minus,frozenset({'K14366'})
R05275,map_rn2ko_viaMO_addition1minus,frozenset({'K18067'})
R05282,map_rn2ko_viaMO_addition1minus,frozenset({'K00055'})
R05289,map_rn2ko_viaMO_addition1minus,frozenset({'K00141'})
R05292,map_rn2ko_viaMO_addition1minus,frozenset({'K05783'})
R05309,map_rn2ko_viaMO_addition1minus,frozenset({'K05783'})
R05314,map_rn2ko_viaMO_addition1minus,frozenset({'K05783'})
R05347,map_rn2ko_viaMO_addition1minus,frozenset({'K00055'})
R05348,map_rn2ko_viaMO_addition1minus,frozenset({'K00055'})
R05359,map_rn2ko_viaMO_addition1minus,frozenset({'K10222'})
R05364,map_rn2ko_viaMO_addition1minus,frozenset({'K10623'})
R05365,map_rn2ko_viaMO_addition1minus,frozenset({'K15756'})
R05377,map_rn2ko_viaMO_addition1minus,frozenset({'K10622'})
R05459,map_rn2ko_viaMO_addition1minus,frozenset({'K21301'})
R05462,map_rn2ko_viaMO_addition1minus,frozenset({'K14252'})
R05463,map_rn2ko_viaMO_addition1minus,frozenset({'K14253'})
R05520,map_rn2ko_viaMO_addition1minus,frozenset({'K14369'})
R05522,map_rn2ko_viaMO_addition1minus,frozenset({'K14370'})
R05530,map_rn2ko_viaMO_addition1minus,frozenset({'K14367'})
R05532,map_rn2ko_viaMO_addition1minus,frozenset({'K14369'})
R05581,map_rn2ko_viaMO_addition1minus,frozenset({'K07538'})
R05584,map_rn2ko_viaMO_addition1minus,frozenset({'K07545'})
R05594,map_rn2ko_viaMO_addition1minus,frozenset({'K07539'})
R05597,map_rn2ko_viaMO_addition1minus,frozenset({'K07537'})
R05598,map_rn2ko_viaMO_addition1minus,frozenset({'K07540'})
R05599,map_rn2ko_viaMO_addition1minus,frozenset({'K07546'})
R05663,map_rn2ko_viaMO_addition1minus,frozenset({'K00141'})
R05664,map_rn2ko_viaMO_addition1minus,frozenset({'K00141'})
R05757,map_rn2ko_viaMO_addition1minus,frozenset({'K20082'})
R05789,map_rn2ko_viaMO_addition1minus,frozenset({'K05979'})
R05850,map_rn2ko_viaMO_addition1minus,frozenset({'K03077'})
R05917,map_rn2ko_viaMO_addition1minus,frozenset({'K03434'})
