reaction,origin,rule
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11832'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11871'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K13716'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11872'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11851'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11866'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K21122'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11842'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11834'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11874'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K21343'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K05609'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11848'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11986'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11857'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11843'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11840'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11839'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K09602'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11846'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K08601'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K18343'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11861'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11860'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K08588'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K05610'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K22972'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K01309'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K12655'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11858'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K24134'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K05611'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11835'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K15235'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11850'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11844'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11852'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11870'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11837'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11856'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11854'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11869'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K22647'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11366'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11836'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11859'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K13718'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K22763'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11833'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K21634'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11838'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11845'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11862'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11867'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11841'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K21075'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K09603'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K13717'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11855'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11853'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K18342'})
R02418,map_rn2ko_viaEC_2plus,frozenset({'K11873'})
R02490,map_rn2ko_viaEC_2plus,frozenset({'K18290'})
R02490,map_rn2ko_viaEC_2plus,frozenset({'K18291'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17687'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07420'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07416'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17685'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07426'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17718'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17691'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17712'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07411'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07413'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07409'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17690'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07424'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17692'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07410'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17730'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K00490'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17720'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17728'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07428'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07418'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07414'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07429'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07408'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K14338'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K07412'})
R02503,map_rn2ko_viaEC_2plus,frozenset({'K17729'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18046'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05867'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05696'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K11240'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K17621'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K19812'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K17619'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18038'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K01110'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K20945'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K08114'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K07293'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K04458'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18033'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05697'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18036'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K16662'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K16910'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K06478'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K14167'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K23474'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18019'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18040'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18498'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18037'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K21946'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18993'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18024'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K06776'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K06777'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05694'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K21278'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K17620'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18043'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K02555'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K06645'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18018'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K23866'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K14165'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K17614'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K20220'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K01104'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05695'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K06639'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K04459'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18041'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18027'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K20216'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18039'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K14394'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18025'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18065'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18035'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K07817'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18082'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K14819'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K19806'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K16667'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K06778'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K13297'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05766'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K20551'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05866'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18034'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05693'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K15616'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K17622'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18045'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18026'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K19269'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K05698'})
R02585,map_rn2ko_viaEC_2plus,frozenset({'K18032'})
R02586,map_rn2ko_viaEC_2plus,frozenset({'K22218'})
R02586,map_rn2ko_viaEC_2plus,frozenset({'K01021'})
R02587,map_rn2ko_viaEC_2plus,frozenset({'K24204'})
R02587,map_rn2ko_viaEC_2plus,frozenset({'K01111'})
R02599,map_rn2ko_viaEC_2plus,frozenset({'K00983'})
R02599,map_rn2ko_viaEC_2plus,frozenset({'K21749'})
R02609,map_rn2ko_viaEC_2plus,frozenset({'K22419'})
R02609,map_rn2ko_viaEC_2plus,frozenset({'K00251'})
R02610,map_rn2ko_viaEC_2plus,frozenset({'K12345'})
R02610,map_rn2ko_viaEC_2plus,frozenset({'K12343'})
R02610,map_rn2ko_viaEC_2plus,frozenset({'K12344'})
R02610,map_rn2ko_viaEC_2plus,frozenset({'K09591'})
R02617,map_rn2ko_viaEC_2plus,frozenset({'K00629'})
R02617,map_rn2ko_viaEC_2plus,frozenset({'K13507'})
R02617,map_rn2ko_viaEC_2plus,frozenset({'K00631'})
R02617,map_rn2ko_viaEC_2plus,frozenset({'K00630'})
R02617,map_rn2ko_viaEC_2plus,frozenset({'K13506'})
R02617,map_rn2ko_viaEC_2plus,frozenset({'K13508'})
R02621,map_rn2ko_viaEC_2plus,frozenset({'K01481'})
R02621,map_rn2ko_viaEC_2plus,frozenset({'K24669'})
R02622,map_rn2ko_viaEC_2plus,frozenset({'K03412'})
R02622,map_rn2ko_viaEC_2plus,frozenset({'K03411'})
R02623,map_rn2ko_viaEC_2plus,frozenset({'K13924'})
R02623,map_rn2ko_viaEC_2plus,frozenset({'K00575'})
R02624,map_rn2ko_viaEC_2plus,frozenset({'K13924'})
R02624,map_rn2ko_viaEC_2plus,frozenset({'K03412'})
R02624,map_rn2ko_viaEC_2plus,frozenset({'K13491'})
R02627,map_rn2ko_viaEC_2plus,frozenset({'K18803'})
R02627,map_rn2ko_viaEC_2plus,frozenset({'K19199'})
R02628,map_rn2ko_viaEC_2plus,frozenset({'K23993'})
R02628,map_rn2ko_viaEC_2plus,frozenset({'K23991'})
R02628,map_rn2ko_viaEC_2plus,frozenset({'K08484'})
R02628,map_rn2ko_viaEC_2plus,frozenset({'K08483'})
R02644,map_rn2ko_viaEC_2plus,frozenset({'K16045'})
R02644,map_rn2ko_viaEC_2plus,frozenset({'K00070'})
R02644,map_rn2ko_viaEC_2plus,frozenset({'K01822'})
R02650,map_rn2ko_viaEC_2plus,frozenset({'K12409'})
R02650,map_rn2ko_viaEC_2plus,frozenset({'K00885'})
R02650,map_rn2ko_viaEC_2plus,frozenset({'K13967'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K13534'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K14675'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K22283'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K01046'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K14073'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K16816'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K12298'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K14076'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K22284'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K14074'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K17900'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K14075'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K14674'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K13616'})
R02688,map_rn2ko_viaEC_2plus,frozenset({'K14452'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K22848'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K18851'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K15406'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K11160'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K14456'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K22849'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K00635'})
R02694,map_rn2ko_viaEC_2plus,frozenset({'K11155'})
R02726,map_rn2ko_viaEC_2plus,frozenset({'K07433'})
R02726,map_rn2ko_viaEC_2plus,frozenset({'K00497'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K13519'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K13517'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K13509'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K15781'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K22831'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K00655'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K13699'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K13523'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K14674'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K13513'})
R02760,map_rn2ko_viaEC_2plus,frozenset({'K19007'})
R02770,map_rn2ko_viaEC_2plus,frozenset({'K01788'})
R02770,map_rn2ko_viaEC_2plus,frozenset({'K13967'})
R02772,map_rn2ko_viaEC_2plus,frozenset({'K20428'})
R02772,map_rn2ko_viaEC_2plus,frozenset({'K20429'})
R02772,map_rn2ko_viaEC_2plus,frozenset({'K13308'})
R02772,map_rn2ko_viaEC_2plus,frozenset({'K21328'})
R02789,map_rn2ko_viaEC_2plus,frozenset({'K00741'})
R02789,map_rn2ko_viaEC_2plus,frozenset({'K07970'})
R02789,map_rn2ko_viaEC_2plus,frozenset({'K07971'})
R02791,map_rn2ko_viaEC_2plus,frozenset({'K00743'})
R02791,map_rn2ko_viaEC_2plus,frozenset({'K20736'})
R02802,map_rn2ko_viaEC_2plus,"frozenset({'K00531', 'K02586', 'K02591'})"
R02822,map_rn2ko_viaEC_2plus,frozenset({'K08726'})
R02822,map_rn2ko_viaEC_2plus,frozenset({'K22368'})
R02823,map_rn2ko_viaEC_2plus,"frozenset({'K16157', 'K16158', 'K16159', 'K16161'})"
R02826,map_rn2ko_viaEC_2plus,"frozenset({'K20807', 'K01721'})"
R02853,map_rn2ko_viaEC_2plus,frozenset({'K07315'})
R02853,map_rn2ko_viaEC_2plus,frozenset({'K15781'})
R02853,map_rn2ko_viaEC_2plus,frozenset({'K02203'})
R02853,map_rn2ko_viaEC_2plus,frozenset({'K01079'})
R02853,map_rn2ko_viaEC_2plus,frozenset({'K05518'})
R02853,map_rn2ko_viaEC_2plus,frozenset({'K22305'})
R02866,map_rn2ko_viaEC_2plus,frozenset({'K19270'})
R02866,map_rn2ko_viaEC_2plus,frozenset({'K24204'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K13951'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K11440'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K00121'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K04072'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K13954'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K13980'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K00001'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K13952'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K13953'})
R02878,map_rn2ko_viaEC_2plus,frozenset({'K18857'})
R02884,map_rn2ko_viaEC_2plus,frozenset({'K08794'})
R02884,map_rn2ko_viaEC_2plus,frozenset({'K00908'})
R02884,map_rn2ko_viaEC_2plus,frozenset({'K04515'})
R02884,map_rn2ko_viaEC_2plus,frozenset({'K08795'})
R02884,map_rn2ko_viaEC_2plus,frozenset({'K07359'})
R02884,map_rn2ko_viaEC_2plus,frozenset({'K05869'})
R02892,map_rn2ko_viaEC_2plus,frozenset({'K12345'})
R02892,map_rn2ko_viaEC_2plus,frozenset({'K12343'})
R02892,map_rn2ko_viaEC_2plus,frozenset({'K12344'})
R02892,map_rn2ko_viaEC_2plus,frozenset({'K09591'})
R02917,map_rn2ko_viaEC_2plus,frozenset({'K00556'})
R02917,map_rn2ko_viaEC_2plus,frozenset({'K15333'})
R02953,map_rn2ko_viaEC_2plus,frozenset({'K00816'})
R02953,map_rn2ko_viaEC_2plus,frozenset({'K01760'})
R02953,map_rn2ko_viaEC_2plus,frozenset({'K14155'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K03427'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K07316'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K24174'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K07318'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K00571'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K07319'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K13581'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K07317'})
R02961,map_rn2ko_viaEC_2plus,frozenset({'K06223'})
R02965,map_rn2ko_viaEC_2plus,"frozenset({'K05922', 'K05927'})"
R03019,map_rn2ko_viaEC_2plus,frozenset({'K25070'})
R03019,map_rn2ko_viaEC_2plus,frozenset({'K05812'})
R03042,map_rn2ko_viaEC_2plus,frozenset({'K01514'})
R03042,map_rn2ko_viaEC_2plus,frozenset({'K01524'})
R03054,map_rn2ko_viaEC_2plus,frozenset({'K00083'})
R03054,map_rn2ko_viaEC_2plus,frozenset({'K22395'})
R03060,map_rn2ko_viaEC_2plus,frozenset({'K08693'})
R03060,map_rn2ko_viaEC_2plus,frozenset({'K01119'})
R03065,map_rn2ko_viaEC_2plus,frozenset({'K00638'})
R03065,map_rn2ko_viaEC_2plus,frozenset({'K19271'})
R03107,map_rn2ko_viaEC_2plus,frozenset({'K01047'})
R03107,map_rn2ko_viaEC_2plus,frozenset({'K16343'})
R03107,map_rn2ko_viaEC_2plus,frozenset({'K14674'})
R03107,map_rn2ko_viaEC_2plus,frozenset({'K01058'})
R03107,map_rn2ko_viaEC_2plus,frozenset({'K16817'})
R03107,map_rn2ko_viaEC_2plus,frozenset({'K16342'})
R03107,map_rn2ko_viaEC_2plus,frozenset({'K14621'})
R03120,map_rn2ko_viaEC_2plus,frozenset({'K00838'})
R03120,map_rn2ko_viaEC_2plus,frozenset({'K00832'})
R03129,map_rn2ko_viaEC_2plus,frozenset({'K19290'})
R03129,map_rn2ko_viaEC_2plus,frozenset({'K19291'})
R03162,map_rn2ko_viaEC_2plus,frozenset({'K01206'})
R03162,map_rn2ko_viaEC_2plus,frozenset({'K15923'})
R03169,map_rn2ko_viaEC_2plus,frozenset({'K09478'})
R03169,map_rn2ko_viaEC_2plus,frozenset({'K11410'})
R03176,map_rn2ko_viaEC_2plus,frozenset({'K16045'})
R03176,map_rn2ko_viaEC_2plus,frozenset({'K00070'})
R03203,map_rn2ko_viaEC_2plus,frozenset({'K22418'})
R03203,map_rn2ko_viaEC_2plus,frozenset({'K15680'})
R03218,map_rn2ko_viaEC_2plus,frozenset({'K22460'})
R03218,map_rn2ko_viaEC_2plus,frozenset({'K22459'})
R03218,map_rn2ko_viaEC_2plus,frozenset({'K08134'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K07514'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K01825'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K07515'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K01715'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K15016'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K13767'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K10527'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K01692'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K01782'})
R03224,map_rn2ko_viaEC_2plus,frozenset({'K07511'})
R03259,map_rn2ko_viaEC_2plus,frozenset({'K19021'})
R03259,map_rn2ko_viaEC_2plus,frozenset({'K18438'})
R03259,map_rn2ko_viaEC_2plus,frozenset({'K18283'})
R03259,map_rn2ko_viaEC_2plus,frozenset({'K13755'})
R03259,map_rn2ko_viaEC_2plus,frozenset({'K01120'})
R03259,map_rn2ko_viaEC_2plus,frozenset({'K13298'})
R03259,map_rn2ko_viaEC_2plus,frozenset({'K13296'})
R03319,map_rn2ko_viaEC_2plus,frozenset({'K15779'})
R03319,map_rn2ko_viaEC_2plus,frozenset({'K01835'})
R03319,map_rn2ko_viaEC_2plus,frozenset({'K15778'})
R03422,map_rn2ko_viaEC_2plus,frozenset({'K15435'})
R03422,map_rn2ko_viaEC_2plus,frozenset({'K01121'})
R03423,map_rn2ko_viaEC_2plus,frozenset({'K09769'})
R03423,map_rn2ko_viaEC_2plus,frozenset({'K08693'})
R03423,map_rn2ko_viaEC_2plus,frozenset({'K01119'})
R03423,map_rn2ko_viaEC_2plus,frozenset({'K24670'})
R03449,map_rn2ko_viaEC_2plus,frozenset({'K00898'})
R03449,map_rn2ko_viaEC_2plus,frozenset({'K12077'})
R03450,map_rn2ko_viaEC_2plus,frozenset({'K19708'})
R03450,map_rn2ko_viaEC_2plus,frozenset({'K01102'})
R03489,map_rn2ko_viaEC_2plus,frozenset({'K12248'})
R03489,map_rn2ko_viaEC_2plus,frozenset({'K00778'})
R03489,map_rn2ko_viaEC_2plus,frozenset({'K00779'})
R03491,map_rn2ko_viaEC_2plus,frozenset({'K19247'})
R03491,map_rn2ko_viaEC_2plus,frozenset({'K23550'})
R03491,map_rn2ko_viaEC_2plus,frozenset({'K19392'})
R03491,map_rn2ko_viaEC_2plus,frozenset({'K01186'})
R03491,map_rn2ko_viaEC_2plus,frozenset({'K12357'})
R03492,map_rn2ko_viaEC_2plus,frozenset({'K12373'})
R03492,map_rn2ko_viaEC_2plus,frozenset({'K20730'})
R03492,map_rn2ko_viaEC_2plus,frozenset({'K01207'})
R03492,map_rn2ko_viaEC_2plus,frozenset({'K14459'})
R03507,map_rn2ko_viaEC_2plus,frozenset({'K00488'})
R03507,map_rn2ko_viaEC_2plus,frozenset({'K22878'})
R03519,map_rn2ko_viaEC_2plus,frozenset({'K20151'})
R03519,map_rn2ko_viaEC_2plus,frozenset({'K03663'})
R03528,map_rn2ko_viaEC_2plus,frozenset({'K00816'})
R03528,map_rn2ko_viaEC_2plus,frozenset({'K01760'})
R03528,map_rn2ko_viaEC_2plus,frozenset({'K14155'})
R03532,map_rn2ko_viaEC_2plus,frozenset({'K12550'})
R03532,map_rn2ko_viaEC_2plus,frozenset({'K19511'})
R03532,map_rn2ko_viaEC_2plus,frozenset({'K03782'})
R03532,map_rn2ko_viaEC_2plus,frozenset({'K00430'})
R03532,map_rn2ko_viaEC_2plus,frozenset({'K10788'})
R03532,map_rn2ko_viaEC_2plus,frozenset({'K11188'})
R03532,map_rn2ko_viaEC_2plus,frozenset({'K21201'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K09101'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11378'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11308'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11401'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K22767'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11304'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11307'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11310'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11256'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K23358'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K22768'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K02223'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11303'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K15719'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K06062'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K03125'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K24317'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11306'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K11305'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K07739'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K00653'})
R03552,map_rn2ko_viaEC_2plus,frozenset({'K04498'})
R03557,map_rn2ko_viaEC_2plus,frozenset({'K00079'})
R03557,map_rn2ko_viaEC_2plus,frozenset({'K00081'})
R03557,map_rn2ko_viaEC_2plus,frozenset({'K00084'})
R03575,map_rn2ko_viaEC_2plus,"frozenset({'K17050', 'K17051', 'K17052'})"
R03618,map_rn2ko_viaEC_2plus,frozenset({'K05349'})
R03618,map_rn2ko_viaEC_2plus,frozenset({'K05350'})
R03618,map_rn2ko_viaEC_2plus,frozenset({'K01188'})
R03728,map_rn2ko_viaEC_2plus,frozenset({'K15404'})
R03728,map_rn2ko_viaEC_2plus,frozenset({'K14331'})
R03734,map_rn2ko_viaEC_2plus,frozenset({'K17904'})
R03734,map_rn2ko_viaEC_2plus,frozenset({'K01562'})
R03743,map_rn2ko_viaEC_2plus,frozenset({'K19214'})
R03743,map_rn2ko_viaEC_2plus,frozenset({'K21266'})
R03743,map_rn2ko_viaEC_2plus,frozenset({'K24159'})
R03743,map_rn2ko_viaEC_2plus,frozenset({'K18797'})
