rn,url,ec,ko_list,num_ecs,num_kos,rule,notes
R06821,https://www.genome.jp/entry/R06821,2.3.1.115,K13264,1,1,,
R06824,https://www.genome.jp/entry/R06824,2.1.1.153,,1,0,,
R06827,https://www.genome.jp/entry/R06827,2.4.1.190,,1,0,,
R06828,https://www.genome.jp/entry/R06828,2.4.1.191,,1,0,,
R06862,https://www.genome.jp/entry/R06862,2.2.1.3,K17100,1,1,,
R06863,https://www.genome.jp/entry/R06863,2.2.1.1,K00615,1,1,,
R06976,https://www.genome.jp/entry/R06976,2.7.3.5,,1,0,,
R07036,https://www.genome.jp/entry/R07036,3.3.2.7,,1,0,,
R07059,https://www.genome.jp/entry/R07059,1.1.1.271,K02377,1,1,,
R07060,https://www.genome.jp/entry/R07060,1.1.1.271,K02377,1,1,,
R07128,https://www.genome.jp/entry/R07128,1.13.12.13,K21823,1,1,,
R07133,https://www.genome.jp/entry/R07133,1.1.1.140,K00068,1,1,,
R07135,https://www.genome.jp/entry/R07135,1.1.1.255,K00095,1,1,,
R07138,https://www.genome.jp/entry/R07138,1.1.1.278,,1,0,,
R07140,https://www.genome.jp/entry/R07140,1.1.1.284,K00121,1,1,,
R07141,https://www.genome.jp/entry/R07141,1.1.1.285,K22374,1,1,,
R07142,https://www.genome.jp/entry/R07142,1.1.1.285,K22374,1,1,,
R07145,https://www.genome.jp/entry/R07145,1.1.1.14,K00008,1,1,,
R07148,https://www.genome.jp/entry/R07148,1.1.1.122,K00064,1,1,,
R07149,https://www.genome.jp/entry/R07149,1.1.1.170,K07748,1,1,,
R07150,https://www.genome.jp/entry/R07150,1.1.1.186,,1,0,,
R07151,https://www.genome.jp/entry/R07151,1.1.3.27,,1,0,,
R07153,https://www.genome.jp/entry/R07153,1.1.99.4,,1,0,,
R07154,https://www.genome.jp/entry/R07154,1.1.99.9,,1,0,,
R07155,https://www.genome.jp/entry/R07155,1.1.99.30,,1,0,,
R07156,https://www.genome.jp/entry/R07156,1.2.1.69,,1,0,,
R07158,https://www.genome.jp/entry/R07158,1.2.7.5,K03738,1,1,,
R07164,https://www.genome.jp/entry/R07164,1.4.1.21,K06989,1,1,,
R07165,https://www.genome.jp/entry/R07165,1.4.1.21,K06989,1,1,,
R07166,https://www.genome.jp/entry/R07166,1.4.99.6,K19746,1,1,,
R07167,https://www.genome.jp/entry/R07167,1.4.99.2,,1,0,,
R07169,https://www.genome.jp/entry/R07169,1.5.1.31,,1,0,,
R07172,https://www.genome.jp/entry/R07172,1.6.3.1,K13411,1,1,,
R07175,https://www.genome.jp/entry/R07175,1.8.1.14,K08255,1,1,,
R07176,https://www.genome.jp/entry/R07176,1.8.4.10,K00390,1,1,,
R07183,https://www.genome.jp/entry/R07183,1.13.11.50,K20148,1,1,,
R07184,https://www.genome.jp/entry/R07184,1.14.11.12,K05282,1,1,,
R07185,https://www.genome.jp/entry/R07185,1.14.11.24,K18054,1,1,,
R07186,https://www.genome.jp/entry/R07186,1.14.11.25,K18054,1,1,,
R07187,https://www.genome.jp/entry/R07187,1.14.11.25,K18054,1,1,,
R07191,https://www.genome.jp/entry/R07191,1.14.13.50,K03391,1,1,,
R07192,https://www.genome.jp/entry/R07192,1.14.13.54,,1,0,,
R07193,https://www.genome.jp/entry/R07193,1.14.13.54,,1,0,,
R07195,https://www.genome.jp/entry/R07195,1.14.14.135,,1,0,,
R07196,https://www.genome.jp/entry/R07196,1.14.14.135,,1,0,,
R07197,https://www.genome.jp/entry/R07197,1.14.14.135,,1,0,,
R07201,https://www.genome.jp/entry/R07201,1.14.13.92,K18229,1,1,,
R07203,https://www.genome.jp/entry/R07203,1.14.14.138,,1,0,,
R07221,https://www.genome.jp/entry/R07221,1.17.3.3,,1,0,,
R07224,https://www.genome.jp/entry/R07224,1.21.3.6,K13079,1,1,,
R07225,https://www.genome.jp/entry/R07225,1.21.3.6,K13079,1,1,,
R07230,https://www.genome.jp/entry/R07230,1.21.99.3,K07754,1,1,,
R07241,https://www.genome.jp/entry/R07241,2.1.1.147,,1,0,,
R07242,https://www.genome.jp/entry/R07242,2.1.1.154,K21553,1,1,,
R07247,https://www.genome.jp/entry/R07247,2.2.1.8,K18847,1,1,,
R07248,https://www.genome.jp/entry/R07248,2.3.1.122,K18851,1,1,,
R07249,https://www.genome.jp/entry/R07249,2.3.1.136,K22247,1,1,,
R07252,https://www.genome.jp/entry/R07252,2.3.1.163,,1,0,,
R07255,https://www.genome.jp/entry/R07255,2.3.1.171,K12931,1,1,,
R07256,https://www.genome.jp/entry/R07256,2.4.1.13,K00695,1,1,,
R07257,https://www.genome.jp/entry/R07257,2.4.1.54,,1,0,,
R07258,https://www.genome.jp/entry/R07258,2.4.1.143,K00736,1,1,,
R07259,https://www.genome.jp/entry/R07259,2.4.1.144,K00737,1,1,,
R07264,https://www.genome.jp/entry/R07264,2.4.1.230,K10231,1,1,,
R07265,https://www.genome.jp/entry/R07265,2.4.1.231,K22248,1,1,,
R07266,https://www.genome.jp/entry/R07266,2.4.1.238,K12939,1,1,,
R07271,https://www.genome.jp/entry/R07271,2.5.1.36,,1,0,,
R07272,https://www.genome.jp/entry/R07272,2.5.1.36,,1,0,,
R07275,https://www.genome.jp/entry/R07275,2.6.1.29,,1,0,,
R07277,https://www.genome.jp/entry/R07277,2.6.1.80,K14271,1,1,,
R07278,https://www.genome.jp/entry/R07278,2.6.99.1,,1,0,,
R07282,https://www.genome.jp/entry/R07282,2.7.7.8,K00962,1,1,,
R07285,https://www.genome.jp/entry/R07285,2.7.7.56,K00989,1,1,,
R07287,https://www.genome.jp/entry/R07287,2.8.2.14,K11822,1,1,,
R07289,https://www.genome.jp/entry/R07289,2.8.2.34,,1,0,,
R07290,https://www.genome.jp/entry/R07290,2.8.3.16,K07749,1,1,,
R07293,https://www.genome.jp/entry/R07293,3.1.1.79,K07188,1,1,,
R07300,https://www.genome.jp/entry/R07300,3.5.1.48,,1,0,,
R07301,https://www.genome.jp/entry/R07301,3.5.1.85,,1,0,,
R07303,https://www.genome.jp/entry/R07303,3.5.1.91,K07047,1,1,,
R07308,https://www.genome.jp/entry/R07308,3.8.1.10;3.8.1.9,,2,0,,
R07309,https://www.genome.jp/entry/R07309,3.8.1.11,,1,0,,
R07310,https://www.genome.jp/entry/R07310,3.8.1.11,,1,0,,
R07311,https://www.genome.jp/entry/R07311,3.13.1.3,K05977,1,1,,
R07313,https://www.genome.jp/entry/R07313,4.1.1.84,K10028,1,1,,
R07319,https://www.genome.jp/entry/R07319,5.1.3.21,,1,0,,
R07326,https://www.genome.jp/entry/R07326,1.1.1.71,,1,0,,
R07329,https://www.genome.jp/entry/R07329,1.14.11.9,K00475,1,1,,
R07330,https://www.genome.jp/entry/R07330,2.1.1.6,K00545,1,1,,
R07331,https://www.genome.jp/entry/R07331,2.1.1.46,K13259,1,1,,
R07332,https://www.genome.jp/entry/R07332,2.4.1.170,K13263,1,1,,
R07333,https://www.genome.jp/entry/R07333,2.4.1.185,,1,0,,
R07337,https://www.genome.jp/entry/R07337,2.4.1.236,K13080,1,1,,
R07338,https://www.genome.jp/entry/R07338,2.4.1.237,,1,0,,
R07339,https://www.genome.jp/entry/R07339,2.4.1.239,K22794,1,1,,
R07340,https://www.genome.jp/entry/R07340,2.4.1.240,,1,0,,
R07341,https://www.genome.jp/entry/R07341,2.7.1.77,,1,0,,
R07344,https://www.genome.jp/entry/R07344,5.5.1.6,K01859,1,1,,
R07345,https://www.genome.jp/entry/R07345,1.1.1.199,,1,0,,
R07347,https://www.genome.jp/entry/R07347,1.1.99.29,K20154,1,1,,
R07348,https://www.genome.jp/entry/R07348,1.1.99.29,K20154,1,1,,
R07351,https://www.genome.jp/entry/R07351,1.3.1.77,K08695,1,1,,
R07352,https://www.genome.jp/entry/R07352,1.3.1.77,K08695,1,1,,
R07353,https://www.genome.jp/entry/R07353,1.3.3.11,K06137,1,1,,
R07356,https://www.genome.jp/entry/R07356,1.14.14.135,,1,0,,
R07357,https://www.genome.jp/entry/R07357,1.14.14.135,,1,0,,
R07360,https://www.genome.jp/entry/R07360,1.8.3.5,K05906,1,1,,
R07361,https://www.genome.jp/entry/R07361,1.10.5.1,K08071,1,1,,
R07362,https://www.genome.jp/entry/R07362,1.13.11.52,K00463,1,1,,
R07366,https://www.genome.jp/entry/R07366,1.14.20.4,K05277,1,1,,
R07367,https://www.genome.jp/entry/R07367,1.14.20.5,K13077,1,1,,
R07368,https://www.genome.jp/entry/R07368,1.14.20.6,K05278,1,1,,
R07369,https://www.genome.jp/entry/R07369,1.14.14.81,K13083,1,1,,
R07370,https://www.genome.jp/entry/R07370,1.14.14.81,K13083,1,1,,
R07374,https://www.genome.jp/entry/R07374,1.17.99.3,K10214,1,1,,
R07375,https://www.genome.jp/entry/R07375,2.1.1.150,K13262,1,1,,
R07398,https://www.genome.jp/entry/R07398,3.1.4.50,K01127,1,1,,
R07475,https://www.genome.jp/entry/R07475,2.5.1.81,,1,0,,
R07477,https://www.genome.jp/entry/R07477,2.5.1.46,K00809,1,1,,
R07478,https://www.genome.jp/entry/R07478,2.5.1.46,K00809,1,1,,
R07479,https://www.genome.jp/entry/R07479,2.5.1.46,K00809,1,1,,
R07480,https://www.genome.jp/entry/R07480,2.5.1.46,K00809,1,1,,
R07582,https://www.genome.jp/entry/R07582,3.1.3.76,K08726,1,1,,
R07583,https://www.genome.jp/entry/R07583,3.1.3.62;3.1.3.72,K03103,2,1,,
R07584,https://www.genome.jp/entry/R07584,3.1.3.62,K03103,1,1,,
R07597,https://www.genome.jp/entry/R07597,3.3.2.11,,1,0,,
R07598,https://www.genome.jp/entry/R07598,1.4.3.20,K17831,1,1,,
R07608,https://www.genome.jp/entry/R07608,1.8.4.14,K08968,1,1,,
R07612,https://www.genome.jp/entry/R07612,1.11.1.16,,1,0,,
R07626,https://www.genome.jp/entry/R07626,3.2.2.19,K01245,1,1,,
R07627,https://www.genome.jp/entry/R07627,3.3.2.9,K01253,1,1,,
R07635,https://www.genome.jp/entry/R07635,4.6.1.14,K06038,1,1,,
R07636,https://www.genome.jp/entry/R07636,4.6.1.15,K00863,1,1,,
R07643,https://www.genome.jp/entry/R07643,6.3.2.18,,1,0,,
R07666,https://www.genome.jp/entry/R07666,1.2.1.7,,1,0,,
R07745,https://www.genome.jp/entry/R07745,1.14.19.63,,1,0,,
R07797,https://www.genome.jp/entry/R07797,2.8.2.31,,1,0,,
R07798,https://www.genome.jp/entry/R07798,2.8.2.32,,1,0,,
R07805,https://www.genome.jp/entry/R07805,3.2.1.103,,1,0,,
R07817,https://www.genome.jp/entry/R07817,3.1.6.18,,1,0,,
R07867,https://www.genome.jp/entry/R07867,4.2.1.121,K17874,1,1,,
R07914,https://www.genome.jp/entry/R07914,2.4.1.249,,1,0,,
R07918,https://www.genome.jp/entry/R07918,3.2.2.25,,1,0,,
R07921,https://www.genome.jp/entry/R07921,2.1.1.160,K12731,1,1,,
R08005,https://www.genome.jp/entry/R08005,1.21.3.6,K13079,1,1,,
R08021,https://www.genome.jp/entry/R08021,2.4.1.185,,1,0,,
R08084,https://www.genome.jp/entry/R08084,1.1.1.183,K12957,1,1,,
R08085,https://www.genome.jp/entry/R08085,1.1.1.183,K12957,1,1,,
R08194,https://www.genome.jp/entry/R08194,1.1.1.292,K19181,1,1,,
R08195,https://www.genome.jp/entry/R08195,4.1.2.42,K19967,1,1,,
R08196,https://www.genome.jp/entry/R08196,4.1.2.42,K19967,1,1,,
R08198,https://www.genome.jp/entry/R08198,1.1.1.95,K00058,1,1,,
R08205,https://www.genome.jp/entry/R08205,1.14.13.54,,1,0,,
R08206,https://www.genome.jp/entry/R08206,1.14.13.54,,1,0,,
R08207,https://www.genome.jp/entry/R08207,1.14.14.141,K21714,1,1,,
R08369,https://www.genome.jp/entry/R08369,2.4.1.118,,1,0,,
R08386,https://www.genome.jp/entry/R08386,2.3.1.118,K00675,1,1,,
R08400,https://www.genome.jp/entry/R08400,2.5.1.20,,1,0,,
R08403,https://www.genome.jp/entry/R08403,4.3.2.4,,1,0,,
R08404,https://www.genome.jp/entry/R08404,2.7.1.61,,1,0,,
R08405,https://www.genome.jp/entry/R08405,2.7.1.61,,1,0,,
R08406,https://www.genome.jp/entry/R08406,2.7.1.61,,1,0,,
R08407,https://www.genome.jp/entry/R08407,2.7.1.61,,1,0,,
R08462,https://www.genome.jp/entry/R08462,3.1.1.36,,1,0,,
R08514,https://www.genome.jp/entry/R08514,2.7.1.62,,1,0,,
R08515,https://www.genome.jp/entry/R08515,2.7.7.36,,1,0,,
R08520,https://www.genome.jp/entry/R08520,1.11.1.8,K00431,1,1,,
R08521,https://www.genome.jp/entry/R08521,1.11.1.8,K00431,1,1,,
R08522,https://www.genome.jp/entry/R08522,1.11.1.8,K00431,1,1,,
R08523,https://www.genome.jp/entry/R08523,1.11.1.8,K00431,1,1,,
R08529,https://www.genome.jp/entry/R08529,3.1.7.3,,1,0,,
R08530,https://www.genome.jp/entry/R08530,2.3.1.69,,1,0,,
R08531,https://www.genome.jp/entry/R08531,2.3.1.69,,1,0,,
R08532,https://www.genome.jp/entry/R08532,2.3.1.69,,1,0,,
R08533,https://www.genome.jp/entry/R08533,2.4.1.126,,1,0,,
R08534,https://www.genome.jp/entry/R08534,2.4.1.126,,1,0,,
R08536,https://www.genome.jp/entry/R08536,1.1.1.15,,1,0,,
R08537,https://www.genome.jp/entry/R08537,2.1.1.49,K00562,1,1,,
R08538,https://www.genome.jp/entry/R08538,2.1.1.69,K21550,1,1,,
R08546,https://www.genome.jp/entry/R08546,4.2.3.66,,1,0,,
R08547,https://www.genome.jp/entry/R08547,2.1.1.106,K21551,1,1,,
R08550,https://www.genome.jp/entry/R08550,1.8.1.4,K00382,1,1,,
R08573,https://www.genome.jp/entry/R08573,1.1.1.162,,1,0,,
R08607,https://www.genome.jp/entry/R08607,1.14.14.45,K11818,1,1,,
R08613,https://www.genome.jp/entry/R08613,3.2.1.25,K01192,1,1,,
R08614,https://www.genome.jp/entry/R08614,3.2.1.25,K01192,1,1,,
R08616,https://www.genome.jp/entry/R08616,2.4.1.166,,1,0,,
R08633,https://www.genome.jp/entry/R08633,4.4.1.2,K17217,1,1,,
R08635,https://www.genome.jp/entry/R08635,4.4.1.11,K01761,1,1,,
R08651,https://www.genome.jp/entry/R08651,1.1.1.124,,1,0,,
R08661,https://www.genome.jp/entry/R08661,2.4.1.195,K11820,1,1,,
R08676,https://www.genome.jp/entry/R08676,2.4.1.13,K00695,1,1,,
R08687,https://www.genome.jp/entry/R08687,2.4.1.195,K11820,1,1,,
R08688,https://www.genome.jp/entry/R08688,2.8.2.38,K22321,1,1,,
R08707,https://www.genome.jp/entry/R08707,3.5.1.52,K01456,1,1,,
R08712,https://www.genome.jp/entry/R08712,2.3.1.185,,1,0,,
R08713,https://www.genome.jp/entry/R08713,2.3.1.186,,1,0,,
R08715,https://www.genome.jp/entry/R08715,3.2.1.165,K15855,1,1,,
R08839,https://www.genome.jp/entry/R08839,2.4.1.120;2.4.1.126,K13068,2,1,,
R08846,https://www.genome.jp/entry/R08846,4.3.1.22,,1,0,,
R08850,https://www.genome.jp/entry/R08850,3.4.17.8,,1,0,,
R08859,https://www.genome.jp/entry/R08859,2.4.1.210,K08236,1,1,,
R08889,https://www.genome.jp/entry/R08889,1.13.11.67,,1,0,,
R08918,https://www.genome.jp/entry/R08918,1.1.1.296,,1,0,,
R08919,https://www.genome.jp/entry/R08919,1.1.1.297,,1,0,,
R08920,https://www.genome.jp/entry/R08920,1.13.12.15,,1,0,,
R08922,https://www.genome.jp/entry/R08922,1.14.14.142,,1,0,,
R08925,https://www.genome.jp/entry/R08925,1.14.13.105,,1,0,,
R08948,https://www.genome.jp/entry/R08948,2.5.1.67,,1,0,,
R08950,https://www.genome.jp/entry/R08950,2.5.1.69,,1,0,,
R08951,https://www.genome.jp/entry/R08951,2.5.1.70,,1,0,,
R08952,https://www.genome.jp/entry/R08952,2.5.1.71,,1,0,,
R08975,https://www.genome.jp/entry/R08975,3.1.1.82,K13544,1,1,,
R08979,https://www.genome.jp/entry/R08979,3.1.1.83,K14731,1,1,,
R08993,https://www.genome.jp/entry/R08993,3.1.7.5,,1,0,,
R08997,https://www.genome.jp/entry/R08997,1.14.14.66,,1,0,,
R09002,https://www.genome.jp/entry/R09002,1.14.14.148,K21715,1,1,,
R09047,https://www.genome.jp/entry/R09047,2.7.7.46,K17881,1,1,,
R09075,https://www.genome.jp/entry/R09075,1.5.3.15,,1,0,,
R09122,https://www.genome.jp/entry/R09122,1.14.14.146,,1,0,,
R09156,https://www.genome.jp/entry/R09156,1.14.99.39,K10944,1,1,,
R09322,https://www.genome.jp/entry/R09322,1.1.5.8,K05358,1,1,,
R09339,https://www.genome.jp/entry/R09339,4.99.1.2,K00221,1,1,,
R09363,https://www.genome.jp/entry/R09363,1.14.11.41,K20612,1,1,,
R09364,https://www.genome.jp/entry/R09364,4.2.1.145,K20615,1,1,,
R09388,https://www.genome.jp/entry/R09388,1.1.1.297,,1,0,,
R09390,https://www.genome.jp/entry/R09390,1.14.13.105,,1,0,,
R09445,https://www.genome.jp/entry/R09445,1.7.5.2,,1,0,,
R09475,https://www.genome.jp/entry/R09475,6.2.1.35,K20415,1,1,,
R09480,https://www.genome.jp/entry/R09480,1.1.9.1,K17760,1,1,,
R09481,https://www.genome.jp/entry/R09481,1.17.98.4,K22015,1,1,,
R09483,https://www.genome.jp/entry/R09483,4.1.1.88,,1,0,,
R09484,https://www.genome.jp/entry/R09484,1.2.1.80,K14330,1,1,,
R09485,https://www.genome.jp/entry/R09485,1.2.1.80,K14330,1,1,,
R09488,https://www.genome.jp/entry/R09488,4.1.1.92,,1,0,,
R09494,https://www.genome.jp/entry/R09494,1.17.5.3,K08348,1,1,,
R09495,https://www.genome.jp/entry/R09495,1.5.3.18,K17833,1,1,,
R09498,https://www.genome.jp/entry/R09498,1.8.1.17,,1,0,,
R09502,https://www.genome.jp/entry/R09502,1.8.7.2,K17892,1,1,,
R09505,https://www.genome.jp/entry/R09505,1.11.1.18,K20206,1,1,,
R09507,https://www.genome.jp/entry/R09507,1.11.2.1,K21820,1,1,,
R09519,https://www.genome.jp/entry/R09519,1.14.99.39,K10944,1,1,,
R09521,https://www.genome.jp/entry/R09521,1.21.1.1,K17231,1,1,,
R09522,https://www.genome.jp/entry/R09522,1.21.1.1,K17231,1,1,,
R09523,https://www.genome.jp/entry/R09523,2.1.1.165,K21552,1,1,,
R09524,https://www.genome.jp/entry/R09524,2.3.1.190,,1,0,,
R09525,https://www.genome.jp/entry/R09525,4.2.3.65,K22054,1,1,,
R09526,https://www.genome.jp/entry/R09526,4.2.3.68,K22055,1,1,,
R09527,https://www.genome.jp/entry/R09527,2.3.1.194,K21378,1,1,,
R09528,https://www.genome.jp/entry/R09528,2.3.1.196,K19861,1,1,,
R09529,https://www.genome.jp/entry/R09529,2.4.1.253,K21370,1,1,,
R09530,https://www.genome.jp/entry/R09530,2.5.1.76,K15527,1,1,,
R09531,https://www.genome.jp/entry/R09531,2.5.1.79,K18787,1,1,,
R09533,https://www.genome.jp/entry/R09533,3.2.1.167,K20833,1,1,,
R09534,https://www.genome.jp/entry/R09534,3.2.1.168,,1,0,,
R09535,https://www.genome.jp/entry/R09535,3.4.17.23,K09708,1,1,,
R09538,https://www.genome.jp/entry/R09538,3.6.1.53,K01517,1,1,,
R09539,https://www.genome.jp/entry/R09539,4.1.1.91,,1,0,,
R09541,https://www.genome.jp/entry/R09541,1.16.1.9,K07229,1,1,,
R09542,https://www.genome.jp/entry/R09542,1.97.1.12,,1,0,,
R09544,https://www.genome.jp/entry/R09544,1.1.1.301,K19648,1,1,,
R09545,https://www.genome.jp/entry/R09545,1.1.1.308,K15509,1,1,,
R09550,https://www.genome.jp/entry/R09550,1.1.98.2,K15510,1,1,,
R09551,https://www.genome.jp/entry/R09551,1.1.99.32,,1,0,,
R09552,https://www.genome.jp/entry/R09552,1.1.99.36,K00119,1,1,,
R09553,https://www.genome.jp/entry/R09553,1.1.99.37,K17067,1,1,,
R09557,https://www.genome.jp/entry/R09557,1.2.1.81,K15515,1,1,,
R09558,https://www.genome.jp/entry/R09558,4.2.3.77,K22057,1,1,,
R09561,https://www.genome.jp/entry/R09561,1.8.1.16,K23076,1,1,,
R09563,https://www.genome.jp/entry/R09563,1.11.1.17,K23075,1,1,,
R09564,https://www.genome.jp/entry/R09564,1.11.2.2,K10789,1,1,,
R09571,https://www.genome.jp/entry/R09571,1.13.12.18,K22500,1,1,,
R09572,https://www.genome.jp/entry/R09572,1.14.11.28,K20149,1,1,,
R09586,https://www.genome.jp/entry/R09586,1.14.13.130,,1,0,,
R09589,https://www.genome.jp/entry/R09589,6.2.1.37,K20458,1,1,,
R09590,https://www.genome.jp/entry/R09590,6.3.1.12,K17810,1,1,,
R09591,https://www.genome.jp/entry/R09591,6.3.1.13,K15526,1,1,,
R09592,https://www.genome.jp/entry/R09592,6.3.2.29,K03802,1,1,,
R09593,https://www.genome.jp/entry/R09593,6.3.2.30,K03802,1,1,,
R09595,https://www.genome.jp/entry/R09595,6.3.2.35,K18856,1,1,,
R09596,https://www.genome.jp/entry/R09596,6.3.2.37,,1,0,,
R09598,https://www.genome.jp/entry/R09598,6.3.5.11,K02224,1,1,,
R09599,https://www.genome.jp/entry/R09599,6.3.5.11,K02224,1,1,,
R09602,https://www.genome.jp/entry/R09602,1.14.19.63,,1,0,,
R09603,https://www.genome.jp/entry/R09603,1.13.11.84,K22458,1,1,,
R09605,https://www.genome.jp/entry/R09605,1.14.14.134,K15814,1,1,,
R09606,https://www.genome.jp/entry/R09606,4.2.3.72,,1,0,,
R09607,https://www.genome.jp/entry/R09607,4.2.3.54,K15798,1,1,,
R09609,https://www.genome.jp/entry/R09609,4.2.3.53,K15798,1,1,,
R09610,https://www.genome.jp/entry/R09610,4.2.3.62,,1,0,,
R09611,https://www.genome.jp/entry/R09611,2.1.1.175,K18883,1,1,,
R09615,https://www.genome.jp/entry/R09615,4.2.3.63,,1,0,,
R09617,https://www.genome.jp/entry/R09617,4.2.3.64,,1,0,,
R09621,https://www.genome.jp/entry/R09621,2.3.1.177,K21384,1,1,,
R09622,https://www.genome.jp/entry/R09622,2.3.1.189,K15520,1,1,,
R09627,https://www.genome.jp/entry/R09627,4.2.3.67,K15809,1,1,,
R09628,https://www.genome.jp/entry/R09628,4.2.3.194,K22967,1,1,,
R09630,https://www.genome.jp/entry/R09630,4.2.3.74,K22056,1,1,,
R09632,https://www.genome.jp/entry/R09632,2.4.1.247,K15534,1,1,,
R09634,https://www.genome.jp/entry/R09634,2.4.1.250,K15521,1,1,,
R09636,https://www.genome.jp/entry/R09636,2.4.1.262,,1,0,,
R09637,https://www.genome.jp/entry/R09637,2.5.1.63,K09134,1,1,,
R09638,https://www.genome.jp/entry/R09638,2.5.1.80,K14131,1,1,,
R09639,https://www.genome.jp/entry/R09639,2.5.1.94,K21153,1,1,,
R09642,https://www.genome.jp/entry/R09642,2.7.8.32,K18706,1,1,,
R09643,https://www.genome.jp/entry/R09643,3.1.2.29,K18700,1,1,,
R09646,https://www.genome.jp/entry/R09646,3.5.1.97,K07116,1,1,,
R09647,https://www.genome.jp/entry/R09647,3.5.1.100,K18540,1,1,,
R09648,https://www.genome.jp/entry/R09648,3.5.1.100,K18540,1,1,,
R09649,https://www.genome.jp/entry/R09649,3.5.1.101,K18457,1,1,,
R09650,https://www.genome.jp/entry/R09650,3.5.1.101,K18457,1,1,,
R09651,https://www.genome.jp/entry/R09651,3.5.1.103,K15525,1,1,,
R09657,https://www.genome.jp/entry/R09657,3.5.2.19,K20816,1,1,,
R09659,https://www.genome.jp/entry/R09659,1.3.99.26,K10027,1,1,,
R09661,https://www.genome.jp/entry/R09661,3.5.99.8,K20763,1,1,,
R09663,https://www.genome.jp/entry/R09663,2.4.1.266,K13693,1,1,,
R09664,https://www.genome.jp/entry/R09664,3.1.3.85,K22306,1,1,,
R09665,https://www.genome.jp/entry/R09665,2.4.1.268,K21349,1,1,,
R09667,https://www.genome.jp/entry/R09667,2.4.1.270,K21369,1,1,,
R09674,https://www.genome.jp/entry/R09674,3.1.1.87,K21018,1,1,,
R09678,https://www.genome.jp/entry/R09678,2.1.1.169,K22439,1,1,,
R09679,https://www.genome.jp/entry/R09679,2.1.1.169,K22439,1,1,,
R09680,https://www.genome.jp/entry/R09680,3.5.1.101,K18457,1,1,,
R09681,https://www.genome.jp/entry/R09681,4.2.3.31,K22052,1,1,,
R09683,https://www.genome.jp/entry/R09683,4.3.1.27,K20757,1,1,,
R09685,https://www.genome.jp/entry/R09685,4.2.3.41,,1,0,,
R09687,https://www.genome.jp/entry/R09687,4.2.3.51,K18116,1,1,,
R09693,https://www.genome.jp/entry/R09693,1.3.99.29,K10027,1,1,,
R09694,https://www.genome.jp/entry/R09694,4.2.1.110;4.2.1.111,K21899,2,1,,
R09695,https://www.genome.jp/entry/R09695,4.2.1.110,K21899,1,1,,
R09696,https://www.genome.jp/entry/R09696,4.2.1.110,K21899,1,1,,
R09699,https://www.genome.jp/entry/R09699,4.2.1.121,K17874,1,1,,
R09703,https://www.genome.jp/entry/R09703,1.3.99.30,K15745,1,1,,
R09704,https://www.genome.jp/entry/R09704,5.1.99.5,,1,0,,
R09705,https://www.genome.jp/entry/R09705,5.3.2.7,,1,0,,
R09715,https://www.genome.jp/entry/R09715,5.5.1.16,K17811,1,1,,
R09716,https://www.genome.jp/entry/R09716,1.3.99.31,K10027,1,1,,
R09717,https://www.genome.jp/entry/R09717,4.1.3.41,K18425,1,1,,
R09718,https://www.genome.jp/entry/R09718,4.1.3.41,K18425,1,1,,
R09721,https://www.genome.jp/entry/R09721,3.5.1.104,K22278,1,1,,
R09729,https://www.genome.jp/entry/R09729,2.7.1.163,K18817,1,1,,
R09741,https://www.genome.jp/entry/R09741,1.11.2.4,K15629,1,1,,
R09742,https://www.genome.jp/entry/R09742,1.1.5.7,,1,0,,
R09749,https://www.genome.jp/entry/R09749,1.5.1.40,K06988,1,1,,
R09751,https://www.genome.jp/entry/R09751,1.7.6.1,K22962,1,1,,
R09752,https://www.genome.jp/entry/R09752,2.7.7.78,K15630,1,1,,
R09753,https://www.genome.jp/entry/R09753,2.4.1.272,K18822,1,1,,
R09754,https://www.genome.jp/entry/R09754,2.4.1.273,K18823,1,1,,
R09760,https://www.genome.jp/entry/R09760,2.5.1.95,,1,0,,
R09765,https://www.genome.jp/entry/R09765,2.4.99.15,K02527,1,1,,
R09784,https://www.genome.jp/entry/R09784,1.13.12.19,K21815,1,1,,
R09785,https://www.genome.jp/entry/R09785,1.14.20.7,K21815,1,1,,
R09788,https://www.genome.jp/entry/R09788,4.2.3.85,K22055,1,1,,
R09789,https://www.genome.jp/entry/R09789,4.2.3.84,K22055,1,1,,
R09792,https://www.genome.jp/entry/R09792,2.1.1.231,K23053,1,1,,
R09794,https://www.genome.jp/entry/R09794,4.1.1.93,,1,0,,
R09795,https://www.genome.jp/entry/R09795,4.1.1.93,,1,0,,
R09797,https://www.genome.jp/entry/R09797,5.1.3.24,K17948,1,1,,
R09798,https://www.genome.jp/entry/R09798,1.14.14.10,K20147,1,1,,
R09806,https://www.genome.jp/entry/R09806,1.1.1.317,K19639,1,1,,
R09807,https://www.genome.jp/entry/R09807,1.1.3.42,K20550,1,1,,
R09810,https://www.genome.jp/entry/R09810,1.13.11.61,K18031,1,1,,
R09812,https://www.genome.jp/entry/R09812,1.14.15.32,K15907,1,1,,
R09813,https://www.genome.jp/entry/R09813,1.14.15.32,K15907,1,1,,
R09818,https://www.genome.jp/entry/R09818,1.14.13.135,,1,0,,
R09826,https://www.genome.jp/entry/R09826,3.1.1.90,K20991,1,1,,
